R_SEQ_NO,CD_AREA,NO_EQUP_SE,SD_NM,SGG_NM,CD_EQUP,GB_ACMD,EQUP_NM,RDNMADR_CD,BDONG_CD,HDONG_CD,LOC_SFPR_A,SECT_EQUP,QTY_CPTY,MNGPS_NM,MNGPS_TELN,XCORD,YCORD,XX,YY,CD_GUBUN,geometry,경도,위도
4673.0,1121500000,396,서울특별시,광진구,3.0,경로당,대원경로당,1121510100100850028001311,1121510100.0,1121577000,서울특별시 광진구 긴고랑로36길 57-27 (중곡동),272,104,김현정,02-457-9203,127.09161,37.55765,208094.06713,550906.26174,안전,POINT (127.08947667267067 37.55701088989038),127.08947667267067,37.55701088989038
4674.0,1121500000,441,서울특별시,광진구,3.0,경로당,한마음경로당,1121510100100510027027467,1121510100.0,1121575000,서울특별시 광진구 긴고랑로22길 39-4 (중곡동),161,50,,,127.08378,37.55922,207402.28545,551080.43173,안전,POINT (127.08164916826833 37.55858596993535),127.08164916826833,37.55858596993535
4722.0,1121500000,365,서울특별시,광진구,7.0,기타시설,정립회관,1121510300100160003006648,1121510300.0,1121586000,서울특별시 광진구 워커힐로 93(구의동),2490,957,이완수,02-446-1237,127.0976,37.5508,208624.3795,550146.19434,안전,POINT (127.09546955504626 37.55015787582927),127.09546955504626,37.55015787582927
4682.0,1121500000,422,서울특별시,광진구,4.0,관공서,능동 주민센터,1121510200102320004006002,1121510200.0,1121578000,서울특별시 광진구 천호대로112길 55(능동),255,98,,,127.0804,37.55375,207104.30518,550472.9905,안전,POINT (127.07827081026461 37.553115300445654),127.07827081026461,37.553115300445654
4721.0,1121500000,430,서울특별시,광진구,4.0,관공서,구의제3동 주민센터,1121510300105870029000001,1121510300.0,1121587000,서울특별시 광진구 강변역로 17(구의동),158,48,,,127.09202,37.53802,208132.35595,548727.85837,안전,POINT (127.08988589308659 37.53738321806456),127.08988589308659,37.53738321806456
4719.0,1121500000,397,서울특별시,광진구,3.0,경로당,구의1-2 경로당,1121510300106340015010231,1121510300.0,1121585000,서울특별시 광진구 광나루로30가길 27(구의동),231,88,이길용,02-3437-3470,127.08343,37.54398,207372.73677,549388.75771,안전,POINT (127.08129773673991 37.54334430450656),127.08129773673991,37.54334430450656
4706.0,1121500000,363,서울특별시,광진구,7.0,기타시설,광진구민체육센터,1121510400103130003010703,1121510400.0,1121581000,서울특별시 광진구 구천면로 14(광장동),2251,865,이기석,02-2409-4800,127.1065,37.5462,209411.86201,549637.18855,안전,POINT (127.10437456109608 37.54556409769339),127.10437456109608,37.54556409769339
4681.0,1121500000,442,서울특별시,광진구,3.0,경로당,능동경로당,1121510200101520001005831,1121510200.0,1121578000,서울특별시 광진구 천호대로112길 70(능동),188,57,,,127.08016,37.55318,207082.82323,550410.05519,안전,POINT (127.07802700128362 37.552548468281884),127.07802700128362,37.552548468281884
4727.0,1121500000,416,서울특별시,광진구,1.0,학교,광남중학교,1121510400105540015011025,1121510400.0,1121581000,서울특별시 광진구 아차산로70길 17-62 (광장동),2993,1151,박진욱,02-456-8792,127.10169,37.54077,208987.21698,549034.08444,안전,POINT (127.09956202899237 37.54013432391384),127.09956202899237,37.54013432391384
4724.0,1121500000,438,서울특별시,광진구,13.0,"연수,숙박",광진모텔,1121510300100490001007148,1121510300.0,1121586000,서울특별시 광진구 자양로49길 15-1 (구의동),33,10,,,127.09198,37.55271,208127.67564,550358.1981,안전,POINT (127.08985098653616 37.55207259208305),127.08985098653616,37.55207259208305
4728.0,1121500000,413,서울특별시,광진구,1.0,학교,양진중학교,1121510400100220001024667,1121510400.0,1121581000,서울특별시 광진구 워커힐로 177(광장동),5172,1989,장기동,02-2049-1206,127.09834,37.54457,208690.83432,549455.69675,안전,POINT (127.09621336444971 37.54393595355349),127.09621336444971,37.54393595355349
4725.0,1121500000,375,서울특별시,광진구,1.0,학교,서울광남초등학교,1121510400105540000010991,1121510400.0,1121581000,서울특별시 광진구 아차산로70길 35(광장동),2756,1060,이신우,02-455-3485,127.10081,37.54112,208908.8858,549072.43079,안전,POINT (127.09867618996394 37.54048061676432),127.09867618996394,37.54048061676432
4726.0,1121500000,377,서울특별시,광진구,1.0,학교,서울광장초등학교,1121510400103780008012914,1121510400.0,1121581000,서울특별시 광진구 광장로1길 27(광장동),5411,2081,이신우,02-458-0970,127.1018,37.54862,208995.49455,549904.94451,안전,POINT (127.0996662722026 37.5479806741489),127.0996662722026,37.5479806741489
4729.0,1121500000,417,서울특별시,광진구,1.0,학교,광남고등학교,1121510400105540011024754,1121510400.0,1121581000,서울특별시 광진구 아차산로70길 17-16 (광장동),886,268,김영식,02-2204-8861,127.1017,37.54174,208987.72953,549141.16509,안전,POINT (127.09956911015412 37.54109919822843),127.09956911015412,37.54109919822843
4743.0,1121500000,423,서울특별시,광진구,1.0,학교,구남초등학교,1121510300105870095009922,1121510300.0,1121587000,서울특별시 광진구 구의강변로 69(구의동),405,155,,,127.09211,37.53717,208140.46507,548633.81961,안전,POINT (127.08997661227893 37.53653584678316),127.08997661227893,37.53653584678316
4676.0,1121500000,427,서울특별시,광진구,4.0,관공서,중곡제3동 주민센터,1121510100106840000005511,1121510100.0,1121576000,서울특별시 광진구 동일로76가길 28(중곡동),173,52,,,127.08002,37.56883,207069.54304,552146.53233,긴급,POINT (127.0778938962099 37.5681934646403),127.0778938962099,37.5681934646403
2299.0,1121500000,434,서울특별시,광진구,13.0,"연수,숙박",Q모텔,1121510700100230039017024,1121510700.0,1121571000,서울특별시 광진구 동일로 168(화양동),60,20,,,127.06696,37.54704,205917.34442,549727.27472,긴급,POINT (127.06483007717856 37.54640205955604),127.06483007717856,37.54640205955604
2298.0,1121500000,433,서울특별시,광진구,13.0,"연수,숙박",그랜드모텔,1121510700100410003017368,1121510700.0,1121571000,서울특별시 광진구 동일로 148(화양동),60,20,,,127.0661,37.54549,205841.6592,549554.85682,긴급,POINT (127.06397231468206 37.54485030177205),127.06397231468206,37.54485030177205
1776.0,1121500000,400,서울특별시,광진구,3.0,경로당,신양경로당,1121510500105140009011820,1121510500.0,1121584000,서울특별시 광진구 뚝섬로 543(자양동),229,88,김정란,02-444-9243,127.07058,37.53483,206238.61525,548372.40751,긴급,POINT (127.06845405239822 37.53419788908232),127.06845405239822,37.53419788908232
1779.0,1121500000,431,서울특별시,광진구,4.0,관공서,자양제1동 주민센터,1121510500106300001021843,1121510500.0,1121582000,서울특별시 광진구 자양로13길 37(자양동),156,47,,,127.08252,37.53448,207293.05355,548334.58101,긴급,POINT (127.08038406429792 37.53384417198002),127.08038406429792,37.53384417198002
1775.0,1121500000,445,서울특별시,광진구,4.0,관공서,자양3동주민센터,1121510500105190010022446,1121510500.0,1121584000,서울특별시 광진구 뚝섬로 568(자양동),140,50,,,127.07286,37.53393,206439.9748,548272.64878,긴급,POINT (127.07074032104876 37.53329234623065),127.07074032104876,37.53329234623065
4723.0,1121500000,436,서울특별시,광진구,13.0,"연수,숙박",골드모텔,1121510300102460045009302,1121510300.0,1121585000,서울특별시 광진구 아차산로 385(구의동),180,60,,,127.08553,37.53721,207559.41381,548637.65817,긴급,POINT (127.08339672905983 37.53657872748637),127.08339672905983,37.53657872748637
4707.0,1121500000,355,서울특별시,광진구,1.0,학교,서울자양초등학교,1121510500102220006011217,1121510500.0,1121582000,서울특별시 광진구 아차산로44길 26(자양동),5339,2053,송봉중,02-457-1468,127.07954,37.5368,207029.98609,548591.25785,긴급,POINT (127.07741092650616 37.53616232386637),127.07741092650616,37.53616232386637
1785.0,1121500000,357,서울특별시,광진구,1.0,학교,서울동자초등학교,1121510500105160002011836,1121510500.0,1121584000,서울특별시 광진구 뚝섬로 561(자양동),1098,332,이종숙,02-444-1348,127.07309,37.53468,206459.84609,548355.07706,긴급,POINT (127.07095737011909 37.53403598825524),127.07095737011909,37.53403598825524
14259.0,1130500000,74,서울특별시,강북구,1.0,학교,화계초등학교,1130510100101270002018669,1130510100.0,1130554500,서울특별시 강북구 솔매로50가길 25(미아동),8994,3459,,,127.02936,37.62389,202592.20578,558254.98952,안전,POINT (127.02723499717786 37.62325426637746),127.02723499717786,37.62325426637746
14260.0,1130500000,75,서울특별시,강북구,1.0,학교,송천초등학교,1130510100104380000026298,1130510100.0,1130555500,서울특별시 강북구 삼양로20길 29(미아동),2816,1083,,,127.02332,37.61593,202059.20608,557371.2041,안전,POINT (127.02119489533706 37.61529277423928),127.02119489533706,37.61529277423928
14262.0,1130500000,78,서울특별시,강북구,1.0,학교,삼각산초등학교,1130510100113570011024695,1130510100.0,1130557500,서울특별시 강북구 삼양로19길 141(미아동),751,289,,,127.01488,37.61604,201313.81296,557383.52427,안전,POINT (127.01275221949263 37.61540514264454),127.01275221949263,37.61540514264454
14254.0,1130500000,67,서울특별시,강북구,1.0,학교,미양초등학교,1130510100108370687034489,1130510100.0,1130553400,서울특별시 강북구 솔샘로 195(미아동),1161,447,,,127.01376,37.62129,201214.75538,557965.89986,안전,POINT (127.0116313048872 37.62065245294223),127.0116313048872,37.62065245294223
4744.0,1121500000,398,서울특별시,광진구,3.0,경로당,구의2-2 경로당,1121510300100640031027526,1121510300.0,1121586000,서울특별시 광진구 자양로38길 17-5 (구의동),361,138,김영만,02-453-1599,127.08913,37.54706,207876.41763,549731.28944,긴급,POINT (127.08700080086658 37.54642840172713),127.08700080086658,37.54642840172713
14255.0,1130500000,68,서울특별시,강북구,1.0,학교,신일중학교,1130510100101930001030272,1130510100.0,1130553500,서울특별시 강북구 솔매로49길 20(미아동),2698,1038,,,127.02775,37.62821,202449.31661,558734.548,안전,POINT (127.0256180015493 37.62757543050757),127.0256180015493,37.62757543050757
4720.0,1121500000,429,서울특별시,광진구,4.0,관공서,구의제1동 주민센터,1121510300102370006008960,1121510300.0,1121585000,서울특별시 광진구 광나루로36길 56(구의동),208,63,,,127.08567,37.54249,207570.85398,549223.56711,긴급,POINT (127.08353650140943 37.54185425069469),127.08353650140943,37.54185425069469
4730.0,1121500000,443,서울특별시,광진구,4.0,관공서,광장동주민센터,1121510400102480024010564,1121510400.0,1121581000,서울특별시 광진구 광장로 52(광장동),177,53,,,127.10298,37.54696,209100.57891,549720.63999,긴급,POINT (127.10085399730325 37.546318473259696),127.10085399730325,37.546318473259696
14258.0,1130500000,77,서울특별시,강북구,1.0,학교,삼각산중학교,1130510100113570011024695,1130510100.0,1130557500,서울특별시 강북구 삼양로19길 141(미아동),945,363,,,127.01485,37.61597,201311.03939,557375.03982,안전,POINT (127.01272083012569 37.615328742776455),127.01272083012569,37.615328742776455
14257.0,1130500000,72,서울특별시,강북구,1.0,학교,창문여자고등학교,1130510100100080006029101,1130510100.0,1130554500,서울특별시 강북구 월계로 61(미아동),664,255,,,127.03725,37.6129,203288.83548,557035.09152,안전,POINT (127.03512066339133 37.61226088722255),127.03512066339133,37.61226088722255
14265.0,1130500000,64,서울특별시,강북구,1.0,학교,삼양초등학교,1130510100107911932033258,1130510100.0,1130553400,서울특별시 강북구 삼양로49길 17(미아동),7661,2947,,,127.01658,37.62359,201463.45506,558221.76052,안전,POINT (127.01487084425901 37.62294891810793),127.01487084425901,37.62294891810793
14267.0,1130500000,69,서울특별시,강북구,14.0,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",강북구 보훈회관,1130510100101980055000001,1130510100.0,1130553500,서울특별시 강북구 오패산로 290-1 (미아동),294,113,,,127.02964,37.62661,202616.53981,558557.23577,안전,POINT (127.02751167911417 37.62597743049789),127.02751167911417,37.62597743049789
14264.0,1130500000,76,서울특별시,강북구,1.0,학교,성암국제무역고등학교,1130510100103200001020987,1130510100.0,1130555500,서울특별시 강북구 도봉로29길 52(미아동),288,110,,,127.02473,37.62098,202183.4587,557931.8705,안전,POINT (127.02260387359115 37.62034405721671),127.02260387359115,37.62034405721671
14263.0,1130500000,73,서울특별시,강북구,1.0,학교,창문여자중학교,1130510100100080006029097,1130510100.0,1130554500,서울특별시 강북구 월계로 61(미아동),2231,858,,,127.03648,37.61305,203220.46076,557052.00273,안전,POINT (127.0343462701929 37.61241348633377),127.0343462701929,37.61241348633377
14345.0,1130500000,84,서울특별시,강북구,1.0,학교,번동중학교,1130510200102310000015894,1130510200.0,1130560000,서울특별시 강북구 오현로35길 87(번동),845,325,,,127.03677,37.63195,203245.31889,559149.38074,안전,POINT (127.03463713866348 37.63131052631654),127.03463713866348,37.63131052631654
14343.0,1130500000,81,서울특별시,강북구,1.0,학교,수송초등학교,1130510200104560000018125,1130510200.0,1130559000,서울특별시 강북구 한천로124길 14(번동),11126,4279,,,127.03326,37.63736,202935.94431,559749.82445,안전,POINT (127.03126350510942 37.63657959206254),127.03126350510942,37.63657959206254
14352.0,1130500000,88,서울특별시,강북구,1.0,학교,유현초등학교,1130510300104910061012420,1130510300.0,1130561000,서울특별시 강북구 인수봉로37길 24(수유동),794,305,,,127.01165,37.63202,201028.51916,559157.05535,안전,POINT (127.00952339999222 37.63138487476129),127.00952339999222,37.63138487476129
14347.0,1130500000,85,서울특별시,강북구,1.0,학교,번동초등학교,1130510200102360000014765,1130510200.0,1130560600,서울특별시 강북구 오현로 204(번동),775,298,,,127.04093,37.62893,203612.78246,558814.05038,안전,POINT (127.03879837283074 37.62828787925751),127.03879837283074,37.62828787925751
14348.0,1130500000,86,서울특별시,강북구,1.0,학교,오현초등학교,1130510200102480000014782,1130510200.0,1130560600,서울특별시 강북구 월계로 221(번동),450,172,,,127.04711,37.62346,204159.01182,558207.39076,안전,POINT (127.04498281739028 37.622819645321265),127.04498281739028,37.622819645321265
14355.0,1130500000,97,서울특별시,강북구,1.0,학교,우이초등학교,1130510300104090006003677,1130510300.0,1130566000,서울특별시 강북구 삼양로99길 36(수유동),611,235,,,127.01525,37.63856,201346.16086,559883.03274,안전,POINT (127.01312322993847 37.63792534889695),127.01312322993847,37.63792534889695
